Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID,
"Iribarren, Jacinto F.",56070086200,2,"Computer Science
",,
"Irtenkauf, Keith T.",6506142496,2,"Medicine
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Neuroscience
Psychology
",,
"Irving, Suzanne",35784444900,2,"Social Sciences
Computer Science
",,
"Islam, Tariqul",57213772436,2,"Social Sciences
Environmental Science
",,
"Israel, Herman",7102725813,2,"Social Sciences
Arts and Humanities
",,
"Isser, Stanley",56586913400,2,"Arts and Humanities
",,
"Iwańska, Alicja",57208425642,2,"Social Sciences
",,
"Jackson, Theodore F.",57204449079,2,"Social Sciences
",,
"Jain, V.",57225849110,2,"Physics and Astronomy
",,
"Jamro, Erica L.",57210320021,2,"Medicine
Environmental Science
Biochemistry, Genetics and Molecular Biology
",,
"Janak, Elizabeth A.",57191098477,2,"Business, Management and Accounting
Psychology
",,
"Jenkins, Matthew T.",57226613325,2,"Earth and Planetary Sciences
",0000-0001-5279-1893,
"Jennings, Rubin",57207687918,2,"Medicine
Social Sciences
",,
"Jeon, Hak-rim",7201833183,2,"Biochemistry, Genetics and Molecular Biology
Chemistry
Pharmacology, Toxicology and Pharmaceutics
",,
"Jian, Shoubang",51565419100,2,"Social Sciences
Computer Science
",,
"Jiang, Shigan",8859027100,2,"Earth and Planetary Sciences
Agricultural and Biological Sciences
Engineering
Physics and Astronomy
",,
"Jiang, Tao",57360169300,2,"Environmental Science
Computer Science
Energy
Social Sciences
Medicine
",,
"Jiang, Tao",57427234600,2,"Environmental Science
Biochemistry, Genetics and Molecular Biology
",,
"Jin, Shengxin",7401822348,2,"Earth and Planetary Sciences
Physics and Astronomy
Environmental Science
",,
"Jo, Heyseoung",57104502400,2,"Computer Science
",,
"Jobin-Davis, Kevin",6507548964,2,"Psychology
Business, Management and Accounting
",,
"Johnpoll, Bernard K.",57157314500,2,"Arts and Humanities
Business, Management and Accounting
",,
"Johnson, Boris G.",8636229500,2,"Environmental Science
",,
"Johnson, David T.",56128855600,2,"Physics and Astronomy
",,
"Johnson, Richard M.",57194390600,2,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
",,
"Johnson, September",57202911280,2,"Social Sciences
Psychology
",,
"Jones, Michael",7501846270,2,"Physics and Astronomy
Materials Science
Chemistry
",,
"Joyce, Eileen",7006398248,2,"Psychology
Chemistry
Chemical Engineering
",,
"Juncker, Paul",16530647400,2,"Earth and Planetary Sciences
Social Sciences
Environmental Science
",,
"Jung, Ellie Seoe",57657723000,2,"Computer Science
Decision Sciences
",,
"Jury, Mark",7006729641,2,"Social Sciences
",,
"Kaftan-Kassim, May A.",23054465000,2,"Multidisciplinary
",,
"Kalamaras, John S.",56038197700,2,"Medicine
",,
"Kaman, Mitchell",6505908087,2,"Psychology
Arts and Humanities
Medicine
Neuroscience
",,
"Kane, Maeve",56050921500,2,"Arts and Humanities
Social Sciences
",,
"Kantrowitz, B. Michael",6603810325,2,"Engineering
",,
"Kanwar, Prachayani Praphamontripong",56451626200,2,"Social Sciences
",,
"Kao, Hsin Sheng C.",57190482821,2,"Arts and Humanities
",,
"Karl, Nicholas",57194030360,2,"Biochemistry, Genetics and Molecular Biology
",,
"Katnelson, Alex",6507468926,2,"Materials Science
Engineering
",,
"Kaur, Simi",57208802582,2,"Biochemistry, Genetics and Molecular Biology
",,
"Kawakami, Katsuhiko",56253643900,2,"Chemistry
",,
"Kazakov, Oleksandr",56702843900,2,"Physics and Astronomy
Chemistry
Materials Science
Biochemistry, Genetics and Molecular Biology
Engineering
",,
"Kearns, Rosalie Morales",32367601600,2,"Arts and Humanities
Social Sciences
",,
"Kela, Devinder K.",24355867300,2,"Physics and Astronomy
Chemistry
",,
"Keller, Sean",55657435900,2,"Chemistry
Chemical Engineering
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
",,
"Kellis, Daniel",6508125428,2,"Chemistry
Physics and Astronomy
",,
"Kelly, Chris",57197591111,2,"Physics and Astronomy
Engineering
Materials Science
Mathematics
Computer Science
",,
"Kelly, Kristine L.",7401769956,2,"Decision Sciences
Mathematics
Social Sciences
",,
"Kemmerer, Frances",24457796600,2,"Business, Management and Accounting
Economics, Econometrics and Finance
Computer Science
Social Sciences
",,
"Kendall, Kathleen Edgerton",56930092200,2,"Social Sciences
Arts and Humanities
",,
"Keough, Brian",6602665244,2,"Social Sciences
",,
"Keshishian, L. G.",6508312120,2,"Earth and Planetary Sciences
",,
"Keys, Barbara J.",56986857400,2,"Biochemistry, Genetics and Molecular Biology
",,
"Khan, Abdul",57194492040,2,"Physics and Astronomy
Materials Science
Engineering
",,
"Khoury, Nabeel A.",57190104679,2,"Social Sciences
Arts and Humanities
",,
"Kim, Hee-chul",56981518700,2,"Arts and Humanities
Medicine
Social Sciences
",,
"Kim, Helen",56981406300,2,"Psychology
",,
"Kim, Himi T.",16463793600,2,"Environmental Science
Pharmacology, Toxicology and Pharmaceutics
",,
"Kim, I. J.",57198915569,2,"Physics and Astronomy
",,
"Kim, Jiyoon Jessica",57208556527,2,"Materials Science
Physics and Astronomy
",,
"Kim, Kihyun S.",35116807800,2,"Environmental Science
Pharmacology, Toxicology and Pharmaceutics
",,
"Kim, Yanghyun",57219649816,2,"Computer Science
Social Sciences
Psychology
",,
"Kinney, Elizabeth A.",7102799569,2,"Pharmacology, Toxicology and Pharmaceutics
Environmental Science
",,
"Kintner, Evelyn",55308394400,2,"Medicine
",,
"Klimetz, Michael P.",6504726825,2,"Earth and Planetary Sciences
",,
"Knight, Jonathan",57189528426,2,"Social Sciences
Business, Management and Accounting
",,
"Kollar, Sharon",35740731600,2,"Social Sciences
Psychology
",,
"Kordzek, Andrea",56644814200,2,"Social Sciences
Veterinary
",,
"Korobeynikov, Dmitry",57209411178,2,"Arts and Humanities
Social Sciences
",,
"Kost, Peter P.",24082396600,2,"Psychology
Business, Management and Accounting
",,
"Kotb, Noor M.",57214083753,2,"Biochemistry, Genetics and Molecular Biology
Medicine
",,
"Krahula, Melodie M.",6506666802,2,"Psychology
Medicine
",,
"Krammer, Jamie",56451645900,2,"Social Sciences
",,
"Krans, Eric",57212104273,2,"Social Sciences
Engineering
Environmental Science
Decision Sciences
",,
"Kravitz, Joseph R.",15319204300,2,"Engineering
Earth and Planetary Sciences
",,
"Krieger, Veronica K.",56549848300,2,"Social Sciences
Health Professions
Neuroscience
",,
"Krzykowski, Linda",57195626398,2,"Business, Management and Accounting
Economics, Econometrics and Finance
Social Sciences
",,
"Kuethe, Maria",6508150158,2,"Psychology
",,
"Kuettel, Benjamin T.",57222631283,2,"Medicine
Social Sciences
",,
"Kumar, Maneesh",57194284591,2,"Materials Science
Biochemistry, Genetics and Molecular Biology
Engineering
Chemistry
",,
"Kumar, Maneesh",7403623071,2,"Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
",,
"Kumar, Nikhita",57226720135,2,"Medicine
",,
"Kwiecinski, F.",6506109045,2,"Immunology and Microbiology
",,
"Kwon, Hyun-kyoung",57215802205,2,"Mathematics
",,
"Lackey, Stephen",56114124800,2,"Social Sciences
Engineering
Computer Science
",,
"Laffitte, Jean Alex",57191805997,2,"Chemistry
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
",,
"Lafleur, Gloria J.",24547322500,2,"Biochemistry, Genetics and Molecular Biology
",,
"LaMantia, Vincent E.",57185747100,2,"Biochemistry, Genetics and Molecular Biology
Engineering
Materials Science
Chemistry
",,
"Lapenas, Andrei G.",23568092600,2,"Earth and Planetary Sciences
Agricultural and Biological Sciences
",,
"Larney, Lucille C.",53463903700,2,"Psychology
Medicine
Health Professions
",,
"Latham, K.",57198293831,2,"Multidisciplinary
Immunology and Microbiology
",,
"Laurenti, Helene J.",6506765704,2,"Psychology
Medicine
",,
"Lauro, William",36105269900,2,"Materials Science
Physics and Astronomy
Chemistry
Chemical Engineering
",,
"Lavrijsen, Rein",55587555400,2,"Engineering
Physics and Astronomy
",,
"Law, Kyle Fiore",57223029527,2,"Psychology
",,
"Le, Linh",27170413300,2,"Environmental Science
Medicine
",,
"Lederer, Klaus",56352029900,2,"Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Chemistry
Materials Science
",,
"Lee, Bomi",56124585000,2,"Neuroscience
Medicine
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
",,
"Lee, Donnett",57201722159,2,"Social Sciences
",,
"Lee, Minsun",57221217937,2,"Psychology
Medicine
Social Sciences
",,
"Lee, Robin",57197468199,2,"Psychology
Medicine
Social Sciences
",,
"Lee, Young-jin",57219134340,2,"Chemistry
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
",,
"Leonardatos, Harry",56355134100,2,"Social Sciences
",,
"Leong, Michael",56399043000,2,"Arts and Humanities
",,
"Leung, Shuyin",7202044784,2,"Social Sciences
",,
"Li, Haoyue Cecilia",57205576235,2,"Social Sciences
",,
"Li, Xiaohu",57192492576,2,"Computer Science
Mathematics
",,
"Li, Yonghong",37080616100,2,"Earth and Planetary Sciences
Physics and Astronomy
",,
"Liao, Hongbiao",7201506753,2,"Chemistry
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
",,
"Lien, John",57198816762,2,"Social Sciences
Arts and Humanities
",,
"Lin, Liling",55469888700,2,"Psychology
Arts and Humanities
Medicine
Social Sciences
",,
"Linden, Todd",56240686200,2,"Health Professions
Social Sciences
",,
"Lisenby, David",56418495800,2,"Arts and Humanities
Social Sciences
",,
"Littman, S. J.",57193300094,2,"Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
",,
"Litto, C.",23031457900,2,"Physics and Astronomy
Chemistry
",,
"Liu, Fushang",13003189500,2,"Economics, Econometrics and Finance
Social Sciences
",,
"Liu, Hongmei",57902512900,2,"Medicine
Health Professions
Environmental Science
Social Sciences
",,
"Liu, Wen",57209138368,2,"Social Sciences
",,
"Liu, Xia",57219290175,2,"Environmental Science
Engineering
Earth and Planetary Sciences
Pharmacology, Toxicology and Pharmaceutics
",,
"Liu, Ying",7410222554,2,"Multidisciplinary
Biochemistry, Genetics and Molecular Biology
",,
"Livingston, Matthew",57222590239,2,"Computer Science
Social Sciences
",,
"Lochner, L. R.",6603038827,2,"Biochemistry, Genetics and Molecular Biology
",,
"Lodge, Stephene N.",56663095800,2,"Biochemistry, Genetics and Molecular Biology
Chemistry
Multidisciplinary
",,
"Lou, Lailei",55218027600,2,"Social Sciences
Psychology
Computer Science
",,
"Loughmiller-Newman, Jennifer A.",24179401500,2,"Chemistry
Arts and Humanities
Social Sciences
",,
"Luo, Gan",57489086900,2,"Environmental Science
",,
"Luo, Hongxiu",23482300400,2,"Pharmacology, Toxicology and Pharmaceutics
Medicine
",,
"Ma, Donghui",57194444616,2,"Chemistry
Chemical Engineering
",,
"Ma, Junqing",7406201025,2,"Chemistry
Materials Science
",,
"Macario, Everly Conway De",56582022400,2,"Immunology and Microbiology
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
",,
"MacDonald, Carolyn A.",57201537415,2,"Medicine
Nursing
",,
"Mack, Stephanie",35833245600,2,"Social Sciences
",,
"Maclean, Hugh",57189721708,2,"Arts and Humanities
Social Sciences
",,
"Magnano, Julienne",52864244000,2,"Social Sciences
Psychology
",,
"Maguire, Kathleen E.",16453835300,2,"Social Sciences
Psychology
Medicine
",,
"Mallia, Mary Ellen",55195576600,2,"Social Sciences
Environmental Science
Energy
",,
"Mallik, Pramit",57194856437,2,"Biochemistry, Genetics and Molecular Biology
Medicine
",,
"Malone, Margaret",57205193269,2,"Neuroscience
Psychology
",,
"Maloneya, Maxwell C.",57193833691,2,"Engineering
Materials Science
",,
"Mangano, Gian Carlo",16510652900,2,"Mathematics
Decision Sciences
",,
"Manion, Maureen D.",57188786055,2,"Social Sciences
Arts and Humanities
",,
"Mapes, Jeffrey",56221710600,2,"Social Sciences
",,
"Marcantonio, Richard P.",57201608535,2,"Chemistry
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
",,
"Martinez, Kimberly",57538141700,2,"Medicine
Psychology
",,
"Martland, T. R.",54887238500,2,"Arts and Humanities
Social Sciences
",,
"Mashayekhi, A.",6603735540,2,"Physics and Astronomy
Materials Science
",,
"Mason, Karen",57902302700,2,"Medicine
Health Professions
Environmental Science
Social Sciences
",,
"Mastroianni, Michael",55157020400,2,"Social Sciences
",,
"Matala, Rosemary",57222980675,2,"Medicine
Environmental Science
",,
"Matale, Rosemary",57217227163,2,"Medicine
Environmental Science
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
",,
"Mathis, Adrianna I.",57201670910,2,"Chemistry
",,
"Matthews, Stacy D.",8855813900,2,"Veterinary
Agricultural and Biological Sciences
",,
"Maturi, Kinnera S.",57215656956,2,"Psychology
Arts and Humanities
Social Sciences
Neuroscience
",,
"Matyasovszky, Gage",57277800500,2,"Psychology
",,
"Maunu, Haley A.",24476191700,2,"Physics and Astronomy
Computer Science
",,
"Maxson, Julie Hartley",25221742400,2,"Medicine
Psychology
",,
"Mayo, Helen N.",57190358234,2,"Arts and Humanities
Social Sciences
",,
"Mazur, Mark",7102655420,2,"Chemistry
",,
"McCaffrey, Dawn",8051661500,2,"Social Sciences
",,
"McCann, Michael",36908429700,2,"Psychology
",,
"McDaniel, Phillip",57194018056,2,"Medicine
",,
"McDonald, James",57902513200,2,"Medicine
Health Professions
Social Sciences
Environmental Science
",,
"McGoldrick, Leif K.",57210266788,2,"Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Engineering
Chemistry
Computer Science
",,
"McGowan, Stephanie",7006808553,2,"Psychology
",,
"McHugh, Suzanne",7006653630,2,"Medicine
",,
"Meissner, Jeffrey S.",8981175800,2,"Psychology
Agricultural and Biological Sciences
",,
"Meldrum, Megan",57902303000,2,"Medicine
Health Professions
Social Sciences
Environmental Science
",,
"Meldrum, Sean C.",36891209000,2,"Medicine
",,
"Mele, Danielle",24464334700,2,"Social Sciences
Psychology
",,
"Mele-Taylor, Danielle",56107011000,2,"Psychology
Social Sciences
",,
"Meyer, Michelle",57218824923,2,"Psychology
",,
"Miao Jing-Wei",24383830400,2,"Physics and Astronomy
Materials Science
",,
"Migliore, Natalie",57902513300,2,"Medicine
Health Professions
Environmental Science
Social Sciences
",,
"Miller, Michael R.",57059621900,2,"Materials Science
Chemistry
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
",,
"Mills, Joyce R.",7402861974,2,"Psychology
Medicine
Arts and Humanities
",,
"Mir, Hirah A.",57193788513,2,"Social Sciences
Business, Management and Accounting
",,
"Mirza, Jawid M.",7004501942,2,"Physics and Astronomy
Materials Science
",,
"Mitchell, Nick",7102467114,2,"Social Sciences
Medicine
Psychology
",,
"Miyagi, Shinji",57205907887,2,"Medicine
",,
"Moghe, Amruta",57902513400,2,"Medicine
Health Professions
Social Sciences
Environmental Science
",,
"Moller, Mary",57207690539,2,"Medicine
Social Sciences
",,
"Momin, Nehalraza",57902935600,2,"Medicine
Health Professions
Social Sciences
Environmental Science
",,
"Monaco, Eugene",56114117000,2,"Social Sciences
Engineering
Computer Science
",,
"Monserrat, Joseph M.",26668016200,2,"Medicine
",,
"Montiel, Lisa",15767644200,2,"Arts and Humanities
Social Sciences
",,
"Moody, R. H.",16473563900,2,"Earth and Planetary Sciences
",,
"Moomtaheen, Fariha",57468850100,2,"Computer Science
Engineering
",,
"Morello, Robert",57197322566,2,"Neuroscience
Biochemistry, Genetics and Molecular Biology
",,
"Moreno-Jimenez, Daniel A.",57038889500,2,"Environmental Science
Chemistry
Energy
Chemical Engineering
",0000-0002-2229-1350,
"Morfopoulos, Richard",6505876640,2,"Business, Management and Accounting
Psychology
",,
"Morier, Rachel G.",55970531600,2,"Arts and Humanities
Social Sciences
Psychology
",,
"Morris, Maryellen D.",7402877951,2,"Arts and Humanities
Psychology
Neuroscience
Biochemistry, Genetics and Molecular Biology
",,
"Mossl, B.",6505770800,2,"Environmental Science
Earth and Planetary Sciences
",,
"Moussa, Salah L.",24746350100,2,"Medicine
",,
"Movassagh, Hooman",56373446200,2,"Social Sciences
",,
"Mowry, Emily S.",6508142301,2,"Medicine
Social Sciences
Psychology
",,
"Muckenhoupto, Benjamin",57189203712,2,"Mathematics
",,
"Munshi, Sachin",57204052719,2,"Mathematics
",,
"Muro, Alex",57212104482,2,"Social Sciences
Engineering
Environmental Science
Decision Sciences
",,
"Murphy, Rebecca E.",7403470728,2,"Neuroscience
Agricultural and Biological Sciences
Medicine
",,
"Murray, Jessica L.",57203303941,2,"Psychology
Social Sciences
Neuroscience
",,
"Naar, S.",6506733193,2,"Materials Science
",,
"Nagano, H.",57216114637,2,"Earth and Planetary Sciences
Physics and Astronomy
",,
"Naik, Ankana S.",57213278355,2,"Biochemistry, Genetics and Molecular Biology
Neuroscience
",,
"Nair, Arshad Arjunan",57684780000,2,"Earth and Planetary Sciences
Environmental Science
Pharmacology, Toxicology and Pharmaceutics
",,
"Najafzadeh, Haleh",6505860969,2,"Engineering
",,
"Nakashima, Manabu",37049196900,2,"Computer Science
Engineering
",,
"Nandigama, Dhanisha",57218387517,2,"Psychology
",,
"Napier, Margaret",54883647000,2,"Chemistry
",,
"Nassrelgrgawi, Alexander S.",57191260869,2,"Psychology
Arts and Humanities
",,
"Nawaz, Shahid",55221202700,2,"Physics and Astronomy
",,
"Neigel, Dana",57902935700,2,"Medicine
Health Professions
Social Sciences
Environmental Science
",,
"Nemeroff, Wayne F.",25953010600,2,"Psychology
Business, Management and Accounting
",,
"Neori, Klil H.",55855791300,2,"Physics and Astronomy
",,
"Newell, Andrew J.",57203914771,2,"Neuroscience
Biochemistry, Genetics and Molecular Biology
",,
"Newell, Sigrin T.",7101736854,2,"Social Sciences
",,
"Newkirk, Janice G.",25522327700,2,"Social Sciences
",,
"Newman, Lisa J.",36902401100,2,"Psychology
Medicine
",,
"Newton, J. Roy",57121637800,2,"Social Sciences
",,
"Ng, Terry Fei Fan",57865705500,2,"Medicine
Health Professions
Environmental Science
Social Sciences
",,
"Nguyen, Tu T.",57219016385,2,"Medicine
Economics, Econometrics and Finance
",,
"Nicholson, Mary L.",57197044556,2,"Biochemistry, Genetics and Molecular Biology
",,
"Nicolas, Abigail I.",57192677142,2,"Psychology
Medicine
Social Sciences
",,
"Niemiec, Martha A.",57190259086,2,"Medicine
Biochemistry, Genetics and Molecular Biology
Nursing
Multidisciplinary
",,
"Nifuku, M.",6603850359,2,"Physics and Astronomy
Materials Science
Engineering
Earth and Planetary Sciences
",,
"Noel, Melissa E.",57218669060,2,"Social Sciences
Psychology
",,
"Norelli, Richard J.",6506449490,2,"Arts and Humanities
Social Sciences
Medicine
",,
"Norman, Nancy M.",7005094676,2,"Psychology
Arts and Humanities
Social Sciences
",,
"North, Stephen M.",57213031755,2,"Arts and Humanities
",,
"Novick, Rachel",57900717800,2,"Social Sciences
Medicine
",,
"Nugraheni, Suryadewi E.",57211851910,2,"Medicine
Social Sciences
",0000-0002-0330-2835,
"Nyman, David",7006748904,2,"Psychology
",,
"Obremski, J. S.",6507007126,2,"Medicine
Earth and Planetary Sciences
",,
"O’Brien, Kelsey",57523673300,2,"Social Sciences
",,
"O'Connor, Brendan Bo",57659305200,2,"Psychology
Arts and Humanities
Social Sciences
Neuroscience
",,
"Odynocki, Natalie",57202329568,2,"Neuroscience
Agricultural and Biological Sciences
Psychology
Veterinary
",,
"Ogawa, Hajimu",24388760000,2,"Physics and Astronomy
Chemistry
Chemical Engineering
",,
"O'Hehir, David J.",8504487100,2,"Environmental Science
Medicine
Pharmacology, Toxicology and Pharmaceutics
",,
"O'Hern, Daniel J.",6508021885,2,"Chemistry
Materials Science
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
",,
"O'Keefe, Kevin J.",57196052758,2,"Medicine
Biochemistry, Genetics and Molecular Biology
Engineering
",,
"Old, T.",57190108788,2,"Earth and Planetary Sciences
Physics and Astronomy
Engineering
",,
"Oliver, A. R.",22989404000,2,"Physics and Astronomy
",,
"Olk, Mary E.",25933164300,2,"Psychology
Medicine
",,
"Olson, Leak M.",24360792800,2,"Biochemistry, Genetics and Molecular Biology
Neuroscience
",,
"Omolayo, Yetunde",57218706968,2,"Environmental Science
Energy
Economics, Econometrics and Finance
Chemical Engineering
Chemistry
",,
"O'Neill, Michael R.",8152661100,2,"Psychology
",,
"Orecki, Zoë A.",6507195801,2,"Neuroscience
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Psychology
",,
"O'Reilly, Charles T.",57154358700,2,"Social Sciences
",,
"O’Rourke, Elisabeth J.",57205118877,2,"Medicine
Psychology
Social Sciences
",,
"Osland, Julie A.",6602406806,2,"Psychology
Neuroscience
Social Sciences
",,
"Ouderkirk, Wayne",16484667400,2,"Social Sciences
",,
"Overton, Karen",56162403400,2,"Social Sciences
",,
"Owusu, Alfred",6602901191,2,"Physics and Astronomy
",,
"Pachpande, Priti G.",57209272786,2,"Engineering
Computer Science
Materials Science
Decision Sciences
",,
"Padiyar, Sumant",57212088084,2,"Engineering
Physics and Astronomy
",,
"Paiko, Lynsay",57203306911,2,"Medicine
Psychology
Social Sciences
",,
"Pan, Dai",57214845198,2,"Computer Science
Engineering
",,
"Pan, Jinhong",57157998700,2,"Medicine
Multidisciplinary
",,
"Pang, Hong",57902302800,2,"Medicine
Health Professions
Social Sciences
Environmental Science
",,
"Park, Kyuseo",56026814900,2,"Computer Science
Mathematics
Earth and Planetary Sciences
",,
"Park, Seulgi",57377661200,2,"Social Sciences
",0000-0001-9710-3847,
"Parka, Jun Yong",57193835663,2,"Engineering
Materials Science
",,
"Parra, Katherine E.",57249582600,2,"Neuroscience
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Medicine
",,
"Passarelli, Richard E.",57205332263,2,"Chemistry
Multidisciplinary
",,
"Paul, Goutam",57196567550,2,"Engineering
Computer Science
",,
"Paul, Sanchita",57226631507,2,"Environmental Science
Earth and Planetary Sciences
Pharmacology, Toxicology and Pharmaceutics
",,
"Pauline Abesamis, Pierre R.",57219992896,2,"Engineering
Computer Science
Materials Science
",,
"Payne, Lexy L.",57212588163,2,"Psychology
Social Sciences
",,
"Pearson, E. W.",57197324853,2,"Earth and Planetary Sciences
Environmental Science
",,
"Pecker, Gayle",25950560200,2,"Psychology
Arts and Humanities
Biochemistry, Genetics and Molecular Biology
Social Sciences
Neuroscience
",,
"Pelczar, Francis L.",16045002200,2,"Chemistry
Materials Science
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
",,
"Perez, Cynthia M.",57206947343,2,"Medicine
Social Sciences
Psychology
",,
"Perez, R.",57024406400,2,"Engineering
",,
"Perner, Dirk",7003730282,2,"Agricultural and Biological Sciences
Neuroscience
",,
"Perry, Daniel",57902513000,2,"Medicine
Health Professions
Environmental Science
Social Sciences
",,
"Persons, Elizabeth",37026887100,2,"Medicine
",,
"Pesaresi, Simona",57211298935,2,"Computer Science
Social Sciences
",,
"Peshkova, Yuliya",57198801827,2,"Social Sciences
Arts and Humanities
Computer Science
",,
"Peters, Michelle",57199418916,2,"Psychology
Medicine
",,
"Peters, Sarah",57196584123,2,"Environmental Science
Earth and Planetary Sciences
",,
"Peters-Robinson, Ingrid",6505959205,2,"Biochemistry, Genetics and Molecular Biology
",,
"Petrillo, Mary L.",7006647424,2,"Biochemistry, Genetics and Molecular Biology
Materials Science
Environmental Science
Pharmacology, Toxicology and Pharmaceutics
Mathematics
Chemistry
Medicine
Decision Sciences
",,
"Pezzella, Frank",56010106600,2,"Environmental Science
Agricultural and Biological Sciences
",,
"Phelps, Alisa",7102700291,2,"Psychology
Medicine
",,
"Piazza, Timothy W.",57213709997,2,"Physics and Astronomy
",,
"Pierce, C. B.",57216063399,2,"Engineering
Physics and Astronomy
",,
"Poehlmann, Christian H.",57190021686,2,"Social Sciences
Computer Science
",,
"Pokorny, Janel J.",15132800500,2,"Medicine
",,
"Porter, Don",57189205126,2,"Mathematics
",,
"Postiglione, Thomas",55601158900,2,"Chemistry
Biochemistry, Genetics and Molecular Biology
Environmental Science
",,
"Potrzeba, Amy L.",35097716500,2,"Environmental Science
Earth and Planetary Sciences
",,
"Potter, Doreen",57209863144,2,"Biochemistry, Genetics and Molecular Biology
Arts and Humanities
Neuroscience
",,
"Powers, Andrew S.",57191647204,2,"Biochemistry, Genetics and Molecular Biology
Medicine
Neuroscience
",,
"Prezzavento, Bruce A.",15126040400,2,"Chemistry
",,
"Prifti, Andreana",57217008083,2,"Medicine
Environmental Science
Social Sciences
",,
"Primeau, Kristy E.",57194434459,2,"Physics and Astronomy
Arts and Humanities
Social Sciences
",0000-0001-7031-8258,
"Proffitt, Aaron P.",57221474888,2,"Arts and Humanities
",,
"Provenzano, Frank J.",6603005445,2,"Psychology
Arts and Humanities
Medicine
Neuroscience
",,
"Pulgiano, Dana",7801386394,2,"Immunology and Microbiology
Medicine
Psychology
Social Sciences
",,
"Pulver, Andrew",57196019579,2,"Computer Science
",,
"Punturieri, S. M.",6508085610,2,"Immunology and Microbiology
",,
"Purrington, Gordon S.",8940280800,2,"Social Sciences
",,
"Qihua, Xu",57194791151,2,"Materials Science
Chemistry
",,
"Qu, Kunbin",36658386200,2,"Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
",,
"Rajabi Shishvan, Omid",57205632808,2,"Computer Science
Medicine
",,
"Ramani, Rama",57903149000,2,"Medicine
Health Professions
Social Sciences
Environmental Science
",,
"Ramani Lata, K.",6506005689,2,"Physics and Astronomy
Engineering
Materials Science
",,
"Ramesh, Ganesh",56236551400,2,"Social Sciences
Computer Science
Engineering
Arts and Humanities
",,
"Ramón Gil-García, J.",55681411000,2,"Computer Science
Social Sciences
Business, Management and Accounting
Economics, Econometrics and Finance
Mathematics
Decision Sciences
",,
"Rana, Uzma",56043095100,2,"Materials Science
Engineering
Physics and Astronomy
",,
"Raza, Owais",57223617683,2,"Computer Science
Engineering
Mathematics
Decision Sciences
",,
"Reilly, E. D.",56891818700,2,"Computer Science
",,
"Reilly, Edwin D.",24575274900,2,"Computer Science
Physics and Astronomy
Social Sciences
",,
"Reisberg, Sidney",55174909500,2,"Social Sciences
Arts and Humanities
",,
"Reny, Jean",15921794700,2,"Chemistry
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Pharmacology, Toxicology and Pharmaceutics
",,
"Reynolds, C. R.",57198645626,2,"Biochemistry, Genetics and Molecular Biology
",,
"Richards, Zachary",57217841023,2,"Computer Science
Physics and Astronomy
",,
"Richter, Maurice N.",55219145500,2,"Social Sciences
",,
"Rickerman, Lindsey",57903149100,2,"Medicine
Health Professions
Social Sciences
Environmental Science
",,
"Rickert, Jennifer M.",15058140900,2,"Social Sciences
",,
"Rieck, Karen D.",57224792528,2,"Earth and Planetary Sciences
Physics and Astronomy
",,
"Ries, Mario",7102934015,2,"Earth and Planetary Sciences
Physics and Astronomy
",,
"Riley, D. C.",7402919598,2,"Earth and Planetary Sciences
",,
"Riley, G. T.",7102482846,2,"Earth and Planetary Sciences
",,
"Rintel, E. Sean",55667121900,2,"Computer Science
Social Sciences
",,
"Rist, Erik",57903558300,2,"Medicine
Health Professions
Environmental Science
Social Sciences
",,
"Robinson, Bryan K.",14831617600,2,"Social Sciences
",,
"Robinson, Crystal J.",57202532287,2,"Arts and Humanities
Social Sciences
Psychology
",,
"Rodman, John L.",16465490900,2,"Psychology
",,
"Rodríguez, Verónica Pérez",57238654400,2,"Arts and Humanities
Social Sciences
",,
"Roepe, Andrew",57203370902,2,"Computer Science
Social Sciences
Business, Management and Accounting
",,
"Rogers, Crystal A.",57194650911,2,"Social Sciences
",,
