"","Author.Name","Auth.ID","Number.of.Documents","Subject.Area","Orc_ID","X"
"2855","Bernnard Deborah F.",6507619340,2,"Social Sciences
","",NA
"2856","Bernstein Kimberly M.",57204285490,2,"Medicine
Psychology
Social Sciences
","",NA
"2857","Berreman Charles F.",6506390380,2,"Medicine
Psychology
","",NA
"2858","Bertrand Karl",55325393100,2,"Chemical Engineering
Chemistry
Medicine
Biochemistry, Genetics and Molecular Biology
","",NA
"2859","Bidwell Margaret",57200322895,2,"Social Sciences
","",NA
"2860","Bindra Sushmeet K.",6701734511,2,"Environmental Science
Agricultural and Biological Sciences
Chemistry
","",NA
"2861","Birn Donald S.",57189544122,2,"Social Sciences
Arts and Humanities
","",NA
"2862","Bittel D.",23013966700,2,"Physics and Astronomy
","",NA
"2863","Black J. J.",16214485300,2,"Earth and Planetary Sciences
Environmental Science
","",NA
"2864","Black Tamika R.",7101743644,2,"Social Sciences
Business, Management and Accounting
","",NA
"2865","Blankenberg Richard",6505877445,2,"Psychology
Medicine
Arts and Humanities
","",NA
"2866","Bleau Deborah",12239463100,2,"Engineering
","",NA
"2867","Bloecker Christine E.",57200694789,2,"Earth and Planetary Sciences
","",NA
"2868","Bobowski Trisha",57221980384,2,"Social Sciences
","",NA
"2869","Bokser Daniel",55651687800,2,"Computer Science
Social Sciences
","",NA
"2870","Borgeest Melanie",57195226098,2,"Computer Science
Engineering
Mathematics
","",NA
"2871","Boswell-Penc Maia",21933276300,2,"Social Sciences
","",NA
"2872","Bott Amelie",7003814502,2,"Environmental Science
Pharmacology, Toxicology and Pharmaceutics
Chemistry
","",NA
"2873","Bowman Joseph",7401849964,2,"Engineering
Business, Management and Accounting
Social Sciences
","",NA
"2874","Bradshaw Gloria J.",7003377682,2,"Psychology
Neuroscience
Arts and Humanities
Biochemistry, Genetics and Molecular Biology
Medicine
","",NA
"2875","Bradstreet Theodore E.",6602178159,2,"Earth and Planetary Sciences
","",NA
"2876","Branca Carmen N.",55615534600,2,"Biochemistry, Genetics and Molecular Biology
","",NA
"2877","Brand Kerry L.",57196590486,2,"Psychology
Medicine
Neuroscience
","",NA
"2878","Brannon Lil",57157091500,2,"Arts and Humanities
Social Sciences
","",NA
"2879","Brister Barrett",57902935500,2,"Medicine
Health Professions
Environmental Science
Social Sciences
","",NA
"2880","Broderick Troy",57190939852,2,"Mathematics
Physics and Astronomy
","",NA
"2881","Brogan Ray",6701827665,2,"Psychology
Social Sciences
","",NA
"2882","Brophy Megan",35558106700,2,"Social Sciences
Psychology
","",NA
"2883","Brown Ashley N.",57216573969,2,"Medicine
Agricultural and Biological Sciences
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
","",NA
"2884","Brown Karen E.K.",55457135200,2,"Social Sciences
","",NA
"2885","Brown Margery S.",57191124057,2,"Psychology
Arts and Humanities
Social Sciences
","",NA
"2886","Brown William P.",55472699400,2,"Social Sciences
Psychology
","",NA
"2887","Bruce Sarah A.",36824069300,2,"Immunology and Microbiology
","",NA
"2888","Brunkow Alexandria",57214219527,2,"Medicine
Psychology
Neuroscience
","",NA
"2889","Buchan Kevin",57194652773,2,"Medicine
Computer Science
","",NA
"2890","Buckner Lindsay C.",55797722100,2,"Psychology
Medicine
Social Sciences
Pharmacology, Toxicology and Pharmaceutics
","",NA
"2891","Bull Horace",40660934500,2,"Physics and Astronomy
Engineering
Materials Science
Mathematics
Computer Science
","",NA
"2892","Bullock Peter A.",7004994051,2,"Biochemistry, Genetics and Molecular Biology
","",NA
"2893","Burian Jarka M.",57189530614,2,"Arts and Humanities
","",NA
"2894","Burke Aaron",7202060736,2,"Physics and Astronomy
Engineering
","",NA
"2895","Burke Joseph C.",7402916805,2,"Social Sciences
","",NA
"2896","Burnitz Kristopher K.",36005415600,2,"Biochemistry, Genetics and Molecular Biology
Medicine
","",NA
"2897","Bursali Semih",57219219062,2,"Computer Science
Mathematics
Social Sciences
Psychology
","",NA
"2898","Burton Gummer G.",57046267300,2,"Social Sciences
","",NA
"2899","Burton Thomas",57197483924,2,"Medicine
Psychology
","",NA
"2900","Cai J. M.",22970724800,2,"Physics and Astronomy
","",NA
"2901","Cantara Shraddha I.",55343251500,2,"Materials Science
Engineering
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
","",NA
"2902","Capute Peyton K.",57209323512,2,"Earth and Planetary Sciences
","",NA
"2903","Carado Bertrand",57196120251,2,"Physics and Astronomy
Computer Science
Earth and Planetary Sciences
Engineering
Mathematics
","",NA
"2904","Card Dylan R.",57219911212,2,"Earth and Planetary Sciences
","",NA
"2905","Carlock Arna L.",57190050252,2,"Social Sciences
Medicine
","",NA
"2906","Carnes Stephanie",57411939200,2,"Social Sciences
","",NA
"2907","Carrara Nicholas",57216155247,2,"Physics and Astronomy
Mathematics
Engineering
Computer Science
","",NA
"2908","Carroll Amanda Cortney",55912112500,2,"Social Sciences
Arts and Humanities
","",NA
"2909","Cassidy John",16494310400,2,"Agricultural and Biological Sciences
Psychology
Arts and Humanities
","",NA
"2910","Catena Alexandra M.",57874858300,2,"Environmental Science
Chemistry
","",NA
"2911","Cavaliere Cassandra",57219235913,2,"Biochemistry, Genetics and Molecular Biology
Medicine
Computer Science
Multidisciplinary
","",NA
"2912","Cerri Richard D.",7003679929,2,"Agricultural and Biological Sciences
Environmental Science
","",NA
"2913","Cestone Lauren M.",57209540534,2,"Social Sciences
Medicine
","",NA
"2914","Chadley Otis A.",6507380330,2,"Social Sciences
","",NA
"2915","Chan Cadia",57193280638,2,"Engineering
Materials Science
Social Sciences
Pharmacology, Toxicology and Pharmaceutics
Medicine
","",NA
"2916","Chang Changming",57192090041,2,"Mathematics
Computer Science
","",NA
"2917","Chang Manchun",15847858400,2,"Medicine
Social Sciences
","",NA
"2918","Chatelain Carole",16439310500,2,"Earth and Planetary Sciences
","",NA
"2919","Chen Cheng",57194773314,2,"Social Sciences
","",NA
"2920","Chen Jianhua",8944180700,2,"Medicine
","",NA
"2921","Chen Shengzhe",57218875863,2,"Earth and Planetary Sciences
","",NA
"2922","Chen Tzuhao",57224591510,2,"Social Sciences
Computer Science
","",NA
"2923","Chen Vicki",57203519210,2,"Economics, Econometrics and Finance
Engineering
","",NA
"2924","Chen Yuwei",57904645400,2,"Computer Science
Engineering
Physics and Astronomy
Energy
Medicine
","",NA
"2925","Cheng H. S.",55683334500,2,"Physics and Astronomy
Materials Science
","",NA
"2926","Chengwang Nachuan",57212309680,2,"Computer Science
","",NA
"2927","Chiodo Anthony L.",25932683700,2,"Psychology
Medicine
","",NA
"2928","Cho Tae-geun",57189205775,2,"Mathematics
","",NA
"2929","Choinsky Joshua",24476324400,2,"Computer Science
","",NA
"2930","Chong Lishen",57490482400,2,"Medicine
Neuroscience
Biochemistry, Genetics and Molecular Biology
Health Professions
Psychology
","",NA
"2931","Chou S. H.",57212650395,2,"Engineering
Earth and Planetary Sciences
","",NA
"2932","Christianson Scott",57189189586,2,"Medicine
Social Sciences
Psychology
","",NA
"2933","Chua Fu Yee",57197821768,2,"Biochemistry, Genetics and Molecular Biology
","",NA
"2934","Clark Byron B.",57644437100,2,"Medicine
","",NA
"2935","Clark David",55449405100,2,"Psychology
Social Sciences
Medicine
","",NA
"2936","Coccaro Gregory A.",35316898000,2,"Biochemistry, Genetics and Molecular Biology
Medicine
Pharmacology, Toxicology and Pharmaceutics
Neuroscience
","",NA
"2937","Cohen Alan S.",57198877979,2,"Psychology
","",NA
"2938","Collet-Gildard Lauren",57192667361,2,"Social Sciences
Arts and Humanities
","",NA
"2939","Colon Lorianna M.",57202329356,2,"Neuroscience
Psychology
","",NA
"2940","Colón-Rodríguez Sonivette",57205395125,2,"Chemistry
Chemical Engineering
","",NA
"2941","Comly Lucy T.",6504150097,2,"Biochemistry, Genetics and Molecular Biology
","",NA
"2942","Cong P. J.",7004919291,2,"Physics and Astronomy
Materials Science
Engineering
","",NA
"2943","Connelly N. A.",54797480400,2,"Engineering
Materials Science
Physics and Astronomy
","",NA
"2944","Cooper John R.",55471742200,2,"Medicine
","",NA
"2945","Corbett Amy B.",7103276098,2,"Psychology
Medicine
","",NA
"2946","Corbett Cecily",57210846413,2,"Arts and Humanities
Social Sciences
","",NA
"2947","Corradino Jesse",15076967800,2,"Mathematics
","",NA
"2948","Corro Jamie H.",57218572269,2,"Biochemistry, Genetics and Molecular Biology
Multidisciplinary
","",NA
"2949","Cortese Andrew",57193347744,2,"Engineering
Computer Science
Social Sciences
Decision Sciences
","",NA
"2950","Coulton Angela J.",6506981528,2,"Earth and Planetary Sciences
Environmental Science
","",NA
"2951","Cousins Ken",57204246396,2,"Social Sciences
","",NA
"2952","Craft Miranda M.",57210575367,2,"Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Neuroscience
","",NA
"2953","Crocco Stephanie",57189072258,2,"Psychology
Arts and Humanities
Biochemistry, Genetics and Molecular Biology
Social Sciences
Medicine
","",NA
"2954","Cruz Gladys I.",57210232161,2,"Social Sciences
","",NA
"2955","Cruz José E.",57218846200,2,"Arts and Humanities
Social Sciences
","",NA
"2956","Cudney R. A.",23038119000,2,"Physics and Astronomy
Computer Science
","",NA
"2957","Curran Matthew T.",15120282200,2,"Chemistry
","",NA
"2958","Curran Terence P.",57190107165,2,"Environmental Science
Earth and Planetary Sciences
","",NA
"2959","Curtis Henry",57212049406,2,"Medicine
Arts and Humanities
Social Sciences
Nursing
","",NA
"2960","Cusick Megan E.",57200317421,2,"Psychology
Social Sciences
Business, Management and Accounting
Medicine
","",NA
"2961","Dacus Laura C.",57223628436,2,"Social Sciences
","",NA
"2962","Dai Lisheng",22960329800,2,"Physics and Astronomy
","",NA
"2963","Dale W. Mark",8730568600,2,"Medicine
Social Sciences
","",NA
"2964","Damann Krista M.",6603099555,2,"Medicine
Social Sciences
Psychology
","",NA
"2965","Danison Ned",57356444300,2,"Arts and Humanities
Social Sciences
","",NA
"2966","Dansereau Teresa M.",35745782100,2,"Materials Science
Chemistry
Energy
Physics and Astronomy
","",NA
"2967","D’Cruz Jason",56565518200,2,"Arts and Humanities
Psychology
","",NA
"2968","De S.",57554102900,2,"Engineering
Physics and Astronomy
","",NA
"2969","de Colombí-Monguió Alicia",53563414400,2,"Arts and Humanities
Social Sciences
","",NA
"2970","de Long Stephen E.",24347085600,2,"Earth and Planetary Sciences
","",NA
"2971","de Souza Fernandes Luciana",57192409746,2,"Chemistry
Materials Science
Medicine
Social Sciences
","",NA
"2972","Dean Erica",57195737407,2,"Nursing
Medicine
Social Sciences
","",NA
"2973","DeCesare Andrew L.",53263516100,2,"Psychology
Social Sciences
","",NA
"2974","Decker W. C.",57190466876,2,"Arts and Humanities
Social Sciences
","",NA
"2975","Decktor Korn Shulamit R.",6507494045,2,"Social Sciences
Arts and Humanities
","",NA
"2976","Deitsch Martin",16516345500,2,"Arts and Humanities
Social Sciences
Pharmacology, Toxicology and Pharmaceutics
","",NA
"2977","DeLorenzo Emily",24337832200,2,"Social Sciences
Health Professions
","",NA
"2978","Dembowski Frederick L.",24533163300,2,"Social Sciences
Decision Sciences
Business, Management and Accounting
Economics, Econometrics and Finance
","",NA
"2979","Derenzo David R.",6508083598,2,"Engineering
Earth and Planetary Sciences
","",NA
"2980","Derrick Raquel Moriarty",57197853209,2,"Social Sciences
Medicine
Psychology
","",NA
"2981","Desir Sarahlee",57226347700,2,"Social Sciences
Arts and Humanities
Pharmacology, Toxicology and Pharmaceutics
Medicine
Psychology
","",NA
"2982","Desrosiers Sophia",57218371255,2,"Biochemistry, Genetics and Molecular Biology
Medicine
","",NA
"2983","Destaa Habben",57193829326,2,"Engineering
Materials Science
","",NA
"2984","Dettelbacher Claudia",6504216152,2,"Biochemistry, Genetics and Molecular Biology
Chemistry
","",NA
"2985","Dickinson M.",57214637062,2,"Physics and Astronomy
","",NA
"2986","DiGiacomo Gregory",24766378900,2,"Medicine
Neuroscience
Psychology
Social Sciences
Pharmacology, Toxicology and Pharmaceutics
","",NA
"2987","Digiacomo Peter M.",57194810628,2,"Chemistry
Chemical Engineering
Materials Science
Biochemistry, Genetics and Molecular Biology
","",NA
"2988","DiNicola Kirsten",57217984806,2,"Social Sciences
Computer Science
","",NA
"2989","Dlugos Raymond F.",6507113069,2,"Psychology
","",NA
"2990","Dmochowski Sasha",57118005000,2,"Medicine
Psychology
","",NA
"2991","D'Moore Desirée",57222667216,2,"Materials Science
Medicine
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
","",NA
"2992","Donahue John J.",56975051200,2,"Earth and Planetary Sciences
Social Sciences
","",NA
"2993","Donaldson Tina L.",57200685885,2,"Psychology
Business, Management and Accounting
Economics, Econometrics and Finance
","",NA
"2994","Dorsch Warren A.",7006467408,2,"Biochemistry, Genetics and Molecular Biology
","",NA
"2995","Douglas Gertrude E.",24826656600,2,"Agricultural and Biological Sciences
","",NA
"2996","Dow D. A.",16427970300,2,"Agricultural and Biological Sciences
","",NA
"2997","Downey John P.",7201609219,2,"Social Sciences
","",NA
"2998","Du Y.",55197855100,2,"Materials Science
Chemistry
","",NA
"2999","Du Yuyi",57212470035,2,"Earth and Planetary Sciences
","",NA
"3000","Duffy-Paiement Christy",14038751300,2,"Psychology
Medicine
Health Professions
","",NA
"3001","Duncan Stephanie",57226801294,2,"Social Sciences
Computer Science
","",NA
"3002","Earleywine Mitchell",57557069200,2,"Psychology
Medicine
Neuroscience
","",NA
"3003","Echevarria Marissa",7006658873,2,"Psychology
","",NA
"3004","Eglene Ophelia",14919202400,2,"Social Sciences
Business, Management and Accounting
","",NA
"3005","Ehrlich Clifford L.",15621315200,2,"Chemistry
","",NA
"3006","Ehrlich Lauren E.",57205693117,2,"Psychology
Medicine
","",NA
"3007","Eldridge Morgan",57200203946,2,"Chemistry
Chemical Engineering
","0000-0002-6688-2857",NA
"3008","Elia Alana R.",55611618600,2,"Arts and Humanities
Social Sciences
Computer Science
","",NA
"3009","Engster Maryann S.",6506306264,2,"Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Medicine
","",NA
"3010","Erickson Joan J.",56517598200,2,"Psychology
Computer Science
Social Sciences
","",NA
"3011","Estremera Ricardo",54792983700,2,"Social Sciences
Engineering
Arts and Humanities
","",NA
"3012","Falcone Ronald V.",55333341400,2,"Psychology
","",NA
"3013","Falkowski Krzysztof M.",57194812505,2,"Chemical Engineering
Chemistry
Biochemistry, Genetics and Molecular Biology
","",NA
"3014","Fallon Melissa M.",7103053159,2,"Psychology
Business, Management and Accounting
Medicine
","",NA
"3015","Faltermeier Cheryl G.",6505846719,2,"Physics and Astronomy
Chemistry
Materials Science
","",NA
"3016","Faraci Nicola",57903148900,2,"Medicine
Health Professions
Environmental Science
Social Sciences
","",NA
"3017","Farrell Jerome A.",53877174000,2,"Psychology
Arts and Humanities
Medicine
Social Sciences
","",NA
"3018","Farrell Margaret A.",57191120611,2,"Social Sciences
","",NA
"3019","Feigelson Melissa E.",6603856277,2,"Psychology
Mathematics
","",NA
"3020","Feinblum David A.",22983105800,2,"Physics and Astronomy
Chemistry
","",NA
"3021","Felsman Debra E.",6504066323,2,"Psychology
Business, Management and Accounting
Medicine
","",NA
"3022","Ferguson Michael V.",55569530800,2,"Chemistry
Physics and Astronomy
Materials Science
","",NA
"3023","Fico Danielle",57205196529,2,"Neuroscience
Psychology
","",NA
"3024","Fillmore Herbert",57207524150,2,"Medicine
Nursing
","",NA
"3025","Finkelberg Sarah L.",7801628600,2,"Psychology
Arts and Humanities
","",NA
"3026","Finkelstein Alfred P.",23041599300,2,"Physics and Astronomy
Engineering
Materials Science
","",NA
"3027","Fish Judith R.",7202695854,2,"Biochemistry, Genetics and Molecular Biology
","",NA
"3028","Fitzgerald Dennis P.",57188548898,2,"Biochemistry, Genetics and Molecular Biology
Medicine
","",NA
"3029","FitzGibbon Molly",57214470076,2,"Chemistry
","",NA
"3030","Floyd Donald",7005355799,2,"Agricultural and Biological Sciences
","",NA
"3031","Fogarty Jennifer N.",57198128223,2,"Medicine
Neuroscience
Psychology
","",NA
"3032","Fokoua-Maxime Christophe Dongmo",57224468459,2,"Multidisciplinary
","",NA
"3033","Forsythe Wendy J.",7005445974,2,"Psychology
","",NA
"3034","Fowler Eric",57201086147,2,"Social Sciences
Medicine
Psychology
","",NA
"3035","Fowler R. A.",57096881500,2,"Physics and Astronomy
","",NA
"3036","Freinberg-Trufas C. A.",6508360065,2,"Physics and Astronomy
Engineering
Materials Science
","",NA
"3037","Fresquez Cara L.",57222023460,2,"Medicine
Social Sciences
","",NA
"3038","Fretwell Erica",55834615300,2,"Arts and Humanities
Social Sciences
","",NA
"3039","Frias Jesus A.",57202603599,2,"Biochemistry, Genetics and Molecular Biology
","",NA
"3040","Friedl J.",24794401600,2,"Physics and Astronomy
","",NA
"3041","Gai Anthony D.",57196120111,2,"Physics and Astronomy
Earth and Planetary Sciences
Mathematics
Engineering
Computer Science
","",NA
"3042","Galfano Andrew",57218162939,2,"Medicine
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
","",NA
"3043","Gao Pengcheng",57200690382,2,"Chemistry
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
","",NA
"3044","Garcia Susana Cruz",57218623935,2,"Medicine
Neuroscience
","",NA
"3045","Gardner Erin S.",57223914889,2,"Medicine
Social Sciences
Psychology
","",NA
"3046","Gardner-Bixler Andrea",56818994400,2,"Social Sciences
Health Professions
Psychology
","",NA
"3047","Garg Ajay P.",7402020482,2,"Biochemistry, Genetics and Molecular Biology
Neuroscience
Pharmacology, Toxicology and Pharmaceutics
","",NA
"3048","Gasperi William",57223373987,2,"Biochemistry, Genetics and Molecular Biology
Multidisciplinary
","",NA
"3049","Gates Kuliszewski Margaret",57216037597,2,"Medicine
Biochemistry, Genetics and Molecular Biology
","",NA
"3050","Gaye-Valentine Andrea",55326629900,2,"Psychology
Social Sciences
","",NA
"3051","George-Lucas Danielle",57224581155,2,"Social Sciences
Arts and Humanities
Business, Management and Accounting
Economics, Econometrics and Finance
Psychology
","",NA
"3052","Gibson Andrew S.",57203301374,2,"Psychology
Medicine
","",NA
"3053","Giffen-Lemieux Justine E.",57217702593,2,"Immunology and Microbiology
Agricultural and Biological Sciences
Chemistry
Medicine
Veterinary
","",NA
"3054","Gilden Brad M.",8091223800,2,"Biochemistry, Genetics and Molecular Biology
","",NA
"3055","Giordano Stephen",24439802500,2,"Psychology
Medicine
Social Sciences
","",NA
"3056","Girard-Cartier Caroline B.",56816914700,2,"Agricultural and Biological Sciences
Environmental Science
","",NA
"3057","Glazunova Anastasia",57193502997,2,"Chemistry
Biochemistry, Genetics and Molecular Biology
","",NA
"3058","Glenar Jennifer L.",6504181802,2,"Psychology
Business, Management and Accounting
Economics, Econometrics and Finance
Environmental Science
Medicine
","",NA
"3059","Gluck Bob",55078424100,2,"Arts and Humanities
Engineering
Social Sciences
Computer Science
","",NA
"3060","Goldberg Bryan",57209241353,2,"Mathematics
","",NA
"3061","Goldstein Ann Y.N.",18934779000,2,"Biochemistry, Genetics and Molecular Biology
Medicine
Neuroscience
","",NA
"3062","Goldstein Donald J.",57012404500,2,"Psychology
Social Sciences
Mathematics
Arts and Humanities
","",NA
"3063","Gomez Jorge",57220827748,2,"Computer Science
Engineering
","",NA
"3064","Gong Qing",7201440942,2,"Earth and Planetary Sciences
Environmental Science
Physics and Astronomy
","",NA
"3065","Gong Wei",57200784123,2,"Physics and Astronomy
Chemistry
","",NA
"3066","Gorsky Janet M.",16463190600,2,"Psychology
Social Sciences
","",NA
"3067","Goulet Nicole",6603747910,2,"Psychology
Social Sciences
","",NA
"3068","Grady Kristen",7005387074,2,"Earth and Planetary Sciences
","",NA
"3069","Graham Mary V.",55811398300,2,"Physics and Astronomy
Materials Science
Chemistry
","",NA
"3070","Grau Phyllis Nelson",57024787300,2,"Psychology
Social Sciences
","",NA
"3071","Grava Arnolds",56836599200,2,"Social Sciences
Arts and Humanities
","",NA
"3072","Gray Todd",57903558200,2,"Medicine
Health Professions
Environmental Science
Social Sciences
","",NA
"3073","Green Mills Lisa L.",55251685200,2,"Medicine
Social Sciences
","",NA
"3074","Greene Robert W.",36510750000,2,"Arts and Humanities
Social Sciences
Pharmacology, Toxicology and Pharmaceutics
","",NA
"3075","Grenander M. E.",6507774031,2,"Social Sciences
Arts and Humanities
Pharmacology, Toxicology and Pharmaceutics
","",NA
"3076","Gribble-Verhagen Lynn M.",36570213400,2,"Earth and Planetary Sciences
","",NA
"3077","Grome Rebekah E.",6504482193,2,"Psychology
Computer Science
Social Sciences
","",NA
"3078","Groudine Candace",56845623100,2,"Social Sciences
Engineering
","",NA
"3079","Gulfo Kathryn M.",40261543000,2,"Biochemistry, Genetics and Molecular Biology
","",NA
"3080","Guo Zhijian",57215588489,2,"Computer Science
Energy
Environmental Science
Social Sciences
Decision Sciences
","",NA
"3081","Gutkoska Robert",15620129600,2,"Chemistry
","",NA
"3082","Guyer John",7003719132,2,"Agricultural and Biological Sciences
Medicine
Social Sciences
","",NA
"3083","Guzzetta Roberta A.",25952402300,2,"Psychology
Medicine
","",NA
"3084","Hackett Robin L.",7103414731,2,"Biochemistry, Genetics and Molecular Biology
Multidisciplinary
","",NA
"3085","Hagos Karen M.",55967477300,2,"Medicine
","",NA
"3086","Hahn R. C.",7202700836,2,"Physics and Astronomy
Engineering
","",NA
"3087","Hair Mindy E.",57201673616,2,"Chemistry
","",NA
"3088","Halpern Mindy",16457885500,2,"Agricultural and Biological Sciences
","",NA
"3089","Halsey Richard S.",35195788900,2,"Social Sciences
Computer Science
","",NA
"3090","Hamm Richard F.",57200788028,2,"Arts and Humanities
Social Sciences
","",NA
"3091","Hamm-Ehsani Karin",26322369200,2,"Social Sciences
Arts and Humanities
","",NA
"3092","Hammer Mark C.",36864129600,2,"Social Sciences
Engineering
Medicine
Chemical Engineering
","",NA
"3093","Han Beenna",57222198711,2,"Social Sciences
Medicine
","",NA
"3094","Han Bin",55248964400,2,"Materials Science
","",NA
"3095","Hancock Craig",57002708900,2,"Arts and Humanities
Social Sciences
","",NA
"3096","Hanley C. Patricia",16472872300,2,"Psychology
Chemistry
Chemical Engineering
","",NA
"3097","Hanson Brianna",57902097600,2,"Medicine
Health Professions
Environmental Science
Social Sciences
","",NA
"3098","Hanus Alexa E.",56122717500,2,"Psychology
","",NA
"3099","Harding Constance J.",7102458023,2,"Psychology
Medicine
Neuroscience
Social Sciences
","",NA
"3100","Hart David W.",57188801919,2,"Business, Management and Accounting
Social Sciences
","",NA
"3101","Harvey Carol",24320682900,2,"Psychology
","",NA
"3102","Hayden Andrew",57521198000,2,"Biochemistry, Genetics and Molecular Biology
Medicine
Computer Science
","",NA
"3103","Hayden Danielle",57190767540,2,"Physics and Astronomy
Materials Science
Engineering
Mathematics
Computer Science
","",NA
"3104","He Ping",57208497741,2,"Pharmacology, Toxicology and Pharmaceutics
Chemistry
","",NA
"3105","Heaphey James",57124061900,2,"Social Sciences
Business, Management and Accounting
","",NA
"3106","Hearn Bryan A.",24311261700,2,"Chemistry
","",NA
"3107","Hegner Nancy S.",16491467400,2,"Business, Management and Accounting
Mathematics
Decision Sciences
","",NA
"3108","Heins Sarah E.",57057518800,2,"Social Sciences
Arts and Humanities
","",NA
"3109","Heisler Barbara D.",25952438300,2,"Psychology
Medicine
","",NA
"3110","Hemker Charles",55372506000,2,"Energy
","",NA
"3111","Henderson Eric",57194112965,2,"Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
","",NA
"3112","Henny Lexi",57224092491,2,"Earth and Planetary Sciences
","",NA
"3113","Herbert Randal W.",7102707409,2,"Chemistry
","",NA
"3114","Herman Shaina",57211601837,2,"Social Sciences
Medicine
","",NA
"3115","Hetz Maria C.",57194875773,2,"Psychology
Medicine
","",NA
"3116","Heuchling F.",7801415165,2,"Materials Science
","",NA
"3117","Hibschweile R. A.",57189208062,2,"Mathematics
","",NA
"3118","Hilliker-VanStrander Shannon",16052531900,2,"Social Sciences
Psychology
","",NA
"3119","Hirsch Sarah E.",55604794600,2,"Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Medicine
","",NA
"3120","Hoang Lan",57201013099,2,"Social Sciences
","",NA
"3121","Hoang Tony",57190982980,2,"Agricultural and Biological Sciences
Physics and Astronomy
Medicine
Biochemistry, Genetics and Molecular Biology
","",NA
"3122","Hobbs Dawn R.",49863321100,2,"Medicine
Psychology
Neuroscience
","",NA
"3123","Hoffman Erik P.",57215365225,2,"Medicine
Arts and Humanities
","",NA
"3124","Holden Arthur E.",7103147795,2,"Psychology
","",NA
"3125","Holmes Richard A.",36814406300,2,"Social Sciences
Mathematics
Psychology
","",NA
"3126","Holstein William K.",25223093700,2,"Computer Science
Business, Management and Accounting
Decision Sciences
","",NA
"3127","Howes Nancy J.",24525618800,2,"Psychology
Business, Management and Accounting
Arts and Humanities
","",NA
"3128","Hoyt Adrienne",14021520100,2,"Medicine
Biochemistry, Genetics and Molecular Biology
","",NA
"3129","Hsu Jaime (Feng Yuan)",57200721309,2,"Social Sciences
Arts and Humanities
","0000-0002-9762-8392",NA
"3130","Hu Jing",56459194700,2,"Pharmacology, Toxicology and Pharmaceutics
","",NA
"3131","Hu Wenyuan",7404359378,2,"Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
","",NA
"3132","Hu Yan",57196247696,2,"Computer Science
Medicine
","",NA
"3133","Huang Jingyi",56593353000,2,"Psychology
Business, Management and Accounting
","",NA
"3134","Huang Jingyi",57220835628,2,"Computer Science
Business, Management and Accounting
Social Sciences
Decision Sciences
","",NA
"3135","Huang Weiyu",55709613200,2,"Materials Science
Chemistry
","",NA
"3136","Huber Michael",36478627900,2,"Agricultural and Biological Sciences
Neuroscience
Pharmacology, Toxicology and Pharmaceutics
","",NA
"3137","Hunt Daniel H.",7402464570,2,"Chemistry
Materials Science
","",NA
"3138","Hwang Moontae",57225999951,2,"Economics, Econometrics and Finance
Social Sciences
Business, Management and Accounting
Psychology
","",NA
"3139","Hynes Mary Jean",24404613400,2,"Psychology
Social Sciences
Arts and Humanities
","",NA
"3140","Ikeda Akari",57200653807,2,"Chemistry
Biochemistry, Genetics and Molecular Biology
","",NA
"3141","Indenbaum Eugene A.",25954157500,2,"Psychology
Social Sciences
","",NA
"3142","Iribarren Jacinto F.",56070086200,2,"Computer Science
","",NA
"3143","Irtenkauf Keith T.",6506142496,2,"Medicine
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Neuroscience
Psychology
","",NA
"3144","Irving Suzanne",35784444900,2,"Social Sciences
Computer Science
","",NA
"3145","Islam Tariqul",57213772436,2,"Social Sciences
Environmental Science
","",NA
"3146","Israel Herman",7102725813,2,"Social Sciences
Arts and Humanities
","",NA
"3147","Isser Stanley",56586913400,2,"Arts and Humanities
","",NA
"3148","Iwańska Alicja",57208425642,2,"Social Sciences
","",NA
"3149","Jackson Theodore F.",57204449079,2,"Social Sciences
","",NA
"3150","Jain V.",57225849110,2,"Physics and Astronomy
","",NA
"3151","Jamro Erica L.",57210320021,2,"Medicine
Environmental Science
Biochemistry, Genetics and Molecular Biology
","",NA
"3152","Janak Elizabeth A.",57191098477,2,"Business, Management and Accounting
Psychology
","",NA
"3153","Jenkins Matthew T.",57226613325,2,"Earth and Planetary Sciences
","0000-0001-5279-1893",NA
"3154","Jennings Rubin",57207687918,2,"Medicine
Social Sciences
","",NA
"3155","Jeon Hak-rim",7201833183,2,"Biochemistry, Genetics and Molecular Biology
Chemistry
Pharmacology, Toxicology and Pharmaceutics
","",NA
"3156","Jian Shoubang",51565419100,2,"Social Sciences
Computer Science
","",NA
"3157","Jiang Shigan",8859027100,2,"Earth and Planetary Sciences
Agricultural and Biological Sciences
Engineering
Physics and Astronomy
","",NA
